cgpa,college_tier,python_skill,dsa_skill,ml_skill,web_dev_skill,coding_score,communication_score,aptitude_score,internships,projects,backlogs,resume_score,skill_score,placed,salary_lpa
8.93,2,1,1,0,0,61.8,9.3,83.6,1,5,0,85.1,2,1,93.99
6.4,1,1,0,1,1,95.1,9.1,86.3,1,2,0,75.8,3,1,118.89
8.04,2,1,1,1,0,60.3,6.5,67,1,3,1,76.3,3,1,84.12
5.69,3,0,1,0,1,66.3,5.6,95.3,3,4,0,86.3,2,1,56.57
5.78,3,1,0,0,0,82.5,5.4,53.5,0,6,1,60.5,1,1,49.04
9.66,1,1,1,0,0,24.5,5,70.5,1,6,0,70.8,2,1,56.68
9.68,1,1,0,0,0,22.2,8.9,75,1,6,0,76.4,1,1,43.46
5.84,3,1,1,0,0,87.5,5.1,94.5,2,2,0,64.5,2,1,90.35
6.73,1,0,1,1,1,78.9,5.6,84.4,0,6,0,77.1,3,1,96.41
8.17,1,1,0,0,0,95.2,9.2,54.2,0,1,0,45.9,1,1,38.97
7.33,1,1,1,0,0,90.7,7,45.8,1,2,2,65,2,1,75.12
6.21,2,0,1,1,0,79.2,6.8,85.1,0,6,1,67.6,2,1,86.2
9.14,1,0,0,0,0,51.1,5.2,92.3,0,3,0,29.3,0,1,44.08
9.01,2,1,0,0,0,22.1,6.2,98.6,2,1,0,52.5,1,1,47.73
7.85,1,1,0,0,1,84.3,4.7,89.9,2,5,0,76.9,2,1,94.59
6.9,1,0,0,0,1,6.7,9.3,91.5,0,2,1,52.9,1,1,38.83
6.72,2,1,0,0,0,44.2,7.6,80,1,6,0,76.6,1,1,43.38
7.24,3,1,1,0,0,67.8,7.8,75.5,3,6,0,100.9,2,1,95.89
5.54,3,1,1,1,0,70.2,7.1,59.1,1,6,0,86.7,3,1,81.33
8.97,1,0,1,0,0,39,6.4,48.7,2,5,1,75,1,1,47.78
8.66,1,1,1,0,0,96.5,6.8,93.5,0,2,0,52.6,2,1,85.98
6.8,1,0,1,1,0,40.7,6.1,61.3,1,1,0,55.9,2,1,67.42
6.6,3,1,1,1,1,34.7,6.6,85.9,1,6,3,103.2,4,1,83.39
6.49,3,1,1,0,1,44.5,6.6,51,0,1,0,55.4,3,1,50.71
7.13,2,0,1,0,0,62.7,6.2,59.1,1,2,0,52.8,1,1,41.2
9.67,1,1,0,0,1,53.2,5.5,59.4,1,2,0,51.7,2,1,76.93
7.74,2,0,1,0,0,72.2,9.3,84.8,3,5,0,93.8,1,1,51.32
5.87,3,1,0,1,1,5.1,6.4,87,1,5,0,80.8,3,1,67.76
7.29,2,1,1,0,0,58.9,6.9,44.9,1,1,0,51.5,2,1,75.93
5.43,2,1,1,0,0,41.2,4.9,45.6,1,3,1,59.9,2,1,71.81
5.2,1,0,1,0,1,83.3,8.9,75,0,2,0,56,2,1,81.92
9.97,2,1,1,1,0,38.3,7.3,63.7,2,5,0,97.6,3,1,88.68
7.29,3,1,0,0,0,75.8,5.5,43.5,0,5,0,48.8,1,1,36.94
8.27,2,0,1,1,0,87.4,8.4,89.4,2,2,0,79.3,2,1,69.5
5.77,3,1,0,0,1,80.9,9.7,92,0,2,0,58.3,2,1,59.39
5.69,2,0,1,1,1,35.7,5.6,69.2,0,4,0,65.8,3,1,65.87
8.93,1,1,1,0,0,29.3,4.6,40.3,0,1,0,43,2,1,78.27
7.34,2,1,0,0,1,48.3,6.3,44,3,4,1,85.6,2,1,96.32
8.5,2,1,0,0,0,53.5,7.3,88.5,2,4,1,67.1,1,1,51.07
9.44,3,1,1,0,0,6.6,8.7,70.2,3,5,0,99.5,2,1,79.74
5.47,3,1,0,1,0,63.1,6.2,46.8,2,1,0,61.4,2,1,90.76
8.59,2,0,0,1,0,30.8,4.9,74.9,0,6,0,51.7,1,1,42.52
9.55,3,1,0,0,1,41.7,5.9,97.5,1,1,0,55.5,2,1,70.04
9.05,3,1,1,1,0,83.2,8.7,51.7,0,4,0,71.1,3,1,57.79
9.4,1,0,0,1,1,60.6,6.3,64.9,1,6,1,79.9,2,1,58.96
6.18,2,1,1,0,0,64.8,5.9,99.3,2,2,0,70.8,2,1,83.01
7.15,3,1,0,0,1,80.2,8.7,41.2,1,2,0,70.9,2,1,49.65
6.67,1,1,0,1,0,44.4,5.9,45.9,2,6,0,84.2,2,1,67.79
9.27,3,1,1,0,0,27.4,4.9,45.7,0,6,0,66.6,2,1,62.87
9.13,2,1,0,0,1,78.2,9.6,45.2,0,2,0,61.5,2,1,87.48
8.36,1,1,1,0,1,89.2,4.4,94.5,0,5,0,65.6,3,1,85.5
6.28,3,1,1,0,0,49.9,6.6,57.7,1,3,0,67.2,2,1,87.93
6.8,1,1,1,0,0,68.5,8.7,88.4,1,4,0,72.6,2,1,73.91
9.54,3,1,1,1,0,5.9,6.5,62.6,1,4,2,78.4,3,1,87.39
6.86,2,1,1,1,0,9.5,4.6,72.7,0,1,0,46.3,3,1,65.86
8.6,1,1,1,0,1,59.5,9.8,65.8,2,5,0,103.2,3,1,90.93
8.23,1,1,1,1,0,87.6,9.8,71.1,1,4,1,89.7,3,1,119.38
6.52,1,0,0,1,0,13.3,8.1,89.9,1,2,1,52,1,1,43.35
9.07,2,1,1,0,0,35.4,5.1,50.7,0,3,0,49.5,2,1,84.14
8.45,1,1,1,0,0,86.8,4.9,58.3,0,6,0,68.9,2,1,61.37
8.23,3,1,1,1,1,52.2,7.5,50.4,1,5,0,100.2,4,1,94.14
6.19,2,1,1,0,1,22.1,5.1,57,1,3,0,67,3,1,86.31
5.43,3,1,1,1,0,25.6,7.4,40.3,1,1,1,64.7,3,1,88.48
9.47,1,1,0,1,1,97.8,6.7,73.3,2,5,0,93.8,3,1,92.35
5.95,1,1,0,0,1,54,8.6,71.2,0,5,1,68,2,1,62.94
7.45,1,1,1,0,1,45.8,8.2,46.6,2,6,3,106.5,3,1,80.45
9.18,3,1,0,1,0,99,5.6,92.9,0,5,0,58.1,2,1,51.98
7.65,1,0,1,0,0,46.3,7.8,72.2,0,5,0,63.4,1,1,49.54
9.79,2,1,1,1,1,48.1,6.8,83.7,1,1,0,74,4,1,66.82
6.97,1,0,1,1,1,19.3,4.8,49.7,0,5,0,67.7,3,1,76.9
9.98,2,1,0,0,0,68.3,6.9,47.5,1,2,0,50.9,1,1,52.55
5.67,1,1,1,1,0,20.6,9.4,53.3,1,5,1,98.2,3,1,71.93
7.78,1,1,0,0,0,57.2,4.4,46.1,0,6,0,48.7,1,1,49
8.98,1,0,1,0,0,76.8,4.7,58.9,1,1,1,42.7,1,1,40.02
5.87,3,1,1,0,1,65.3,6.3,42,0,6,0,75.8,3,1,64.95
8.02,2,0,1,0,0,52.4,5.4,65.6,0,3,1,41,1,1,41.52
5.7,2,1,1,1,0,91.8,5.1,76.3,1,2,0,64.2,3,1,74.82
8.09,3,1,1,0,0,32.3,9.3,84,0,6,0,76.7,2,1,70.1
7.93,1,1,1,1,1,6.3,8.9,47.1,0,5,0,87.7,4,1,54.6
9.53,1,1,0,0,0,12.4,8.8,88.2,3,2,0,76.8,1,1,45.67
6.22,3,1,0,1,0,54.1,7.9,87.3,2,2,0,71.2,2,1,74.9
8.62,2,1,1,0,0,64.7,9.8,79.5,0,5,1,70.4,2,1,64.45
5.37,1,1,1,0,0,10.6,6.5,48.2,0,2,0,51.2,2,1,49.87
8.91,3,0,1,1,1,68.2,9.5,77.2,1,4,1,84.4,3,1,74.01
9.52,1,1,1,0,1,73.7,4.1,88.9,2,6,0,93.8,3,1,56.09
5.89,3,1,0,0,0,56.8,5.9,41,1,5,0,65.1,1,1,46.75
7.43,2,1,1,0,1,72.7,6.5,51.1,1,4,0,75,3,1,87.91
9.56,3,0,1,0,1,71.6,5.2,50.4,0,6,1,63.5,2,1,75.6
8.92,1,0,1,0,0,83.1,7.3,66.8,2,5,3,75.6,1,1,54.41
8.9,1,1,1,0,0,93.7,7.9,48,0,4,0,61.8,2,1,79.65
5.74,2,1,0,0,0,21.5,9,95.7,0,3,0,50.2,1,1,34.37
5.03,2,0,0,1,1,19.9,8.2,61.1,2,6,0,90,2,1,88.7
7.96,2,0,0,0,0,53.5,6.2,84.4,0,4,0,43,0,1,39.61
7.64,2,1,1,0,1,26,6.2,74.4,3,3,0,92,3,1,69.1
7.51,3,1,1,1,0,64.2,7.8,86,1,5,1,83.6,3,1,72.76
7.61,2,1,1,0,1,7.7,7.3,99.9,0,5,1,76.4,3,1,66.01
5.66,2,1,1,0,0,56,7.4,92.3,0,6,0,77.1,2,1,71.96
6.66,2,1,1,0,0,87.2,4.9,59.8,1,1,0,49,2,1,62.47
8.34,3,0,1,0,1,66.8,8.3,94.2,0,6,0,74.2,2,1,65.41
7.01,1,1,0,0,1,8.6,8.9,46.6,1,4,1,72.3,2,1,66.71
9.42,1,0,1,0,0,39.6,9.2,72.3,2,6,0,85.8,1,1,46.99
6.92,3,1,1,0,1,94.2,7.6,80.3,0,1,0,56.9,3,1,74.56
6.17,2,1,0,0,1,65,6.4,41.4,2,1,1,67.5,2,1,75.72
5.23,1,1,1,0,1,49.1,7.5,60.2,0,4,0,68.4,3,1,62.01
9.55,1,0,1,0,1,11.7,5.1,52.8,1,1,0,47.8,2,1,68.64
5.06,2,0,0,0,0,92.8,9.3,51.4,1,6,0,66.3,0,1,47.64
7.5,3,0,1,1,0,88.6,8.2,96.9,1,6,0,82.2,2,1,66.64
8.26,2,0,1,1,1,88.3,6.2,82.3,0,3,2,63.9,3,1,71.44
7.71,3,1,1,1,1,82.1,9.2,68.1,1,3,0,96.3,4,1,89.72
8.79,3,0,1,0,0,14.2,7.2,75.6,0,5,0,61.5,1,1,35.66
6.96,3,1,1,0,0,58.9,8,55.9,0,5,0,69.4,2,1,63.74
5.3,3,1,1,1,0,29.2,8,70.9,1,5,1,88,3,1,69.77
5.98,3,1,0,0,0,49.8,5.3,97.7,1,4,0,59.6,1,1,37.59
7.23,3,1,1,0,0,64.5,4.7,52.2,2,6,0,79.7,2,1,73.78
7.99,2,1,0,0,1,5,5.8,66.5,0,4,0,62,2,1,46.54
5.55,3,1,0,1,1,99.8,9.5,74.2,2,6,0,112.8,3,1,59.3
5.41,1,1,1,0,0,11.1,6.1,76.6,0,4,0,63.2,2,1,49.13
6.46,2,1,1,1,0,89.9,5.9,43.7,3,6,0,103,3,1,80.32
9.2,2,1,1,0,1,35.4,6.2,87.6,1,4,0,80.1,3,1,54.98
9.64,3,1,1,0,0,16.3,9.3,51.9,2,6,0,93.2,2,1,77.26
8.04,3,1,1,0,1,94.8,8.7,79.4,1,1,0,67.2,3,1,95.76
9.29,1,0,1,0,1,48.4,7,95.1,1,6,0,80.1,2,1,52.74
8.25,1,1,0,0,0,63.2,10,81.2,0,1,1,49.3,1,1,45.63
7.84,3,0,1,1,0,56.3,8,94.2,1,1,0,57.4,2,1,79.57
8.75,1,0,1,0,0,59.4,9.3,81.6,1,1,0,50.7,1,1,44.15
5.38,2,0,1,0,1,52.7,5.5,97.9,2,3,1,67,2,1,90.89
6.96,3,1,1,0,1,58.1,5.3,78.6,0,4,0,67,3,1,63.87
8.51,3,0,1,0,0,66.5,5.2,73.4,1,1,0,40.1,1,1,48.62
9.96,2,1,0,0,1,77.7,7,52.3,3,4,0,90.9,2,1,73
5.05,3,1,1,1,0,71.3,8.4,86.7,1,3,0,84,3,1,69.47
8.32,1,1,0,0,0,63.8,9.1,61.8,1,1,0,49.3,1,1,40.81
6.39,2,0,0,1,1,33.1,9.5,66.3,0,5,0,77.3,2,1,74.88
6.39,2,1,0,0,1,46.8,9.7,49.4,1,1,1,66.7,2,1,89.09
6.87,2,0,1,1,0,99.5,5.3,74.2,1,3,0,58.9,2,1,61.41
8.09,2,1,0,0,0,68.4,6.4,44.6,1,5,2,66.8,1,1,48.25
7.22,1,1,0,0,1,26.6,5.4,51.2,0,5,0,59.5,2,1,67.71
9.57,2,0,1,1,1,58.3,7.2,42.8,2,2,1,79.7,3,1,56.96
7.68,1,1,0,0,1,18,8.9,74.7,0,2,0,59.8,2,1,62.79
8.59,2,0,0,0,0,84,5.6,83.4,2,4,0,54.9,0,1,46.66
7.32,1,0,1,0,0,19.7,4.7,45.7,2,2,0,52.8,1,1,41.33
6.61,2,1,1,0,1,37.5,7.3,87.1,2,4,0,93.8,3,1,82.75
6.59,2,1,1,1,1,34.2,6.8,74,1,1,0,74.4,4,1,63.7
8.8,2,0,1,0,0,71.6,8.2,67.3,0,4,0,55.6,1,1,50.99
7.1,1,1,0,0,0,41.1,9.8,77.5,1,4,0,68.6,1,1,39.74
6.53,1,0,0,0,0,71.1,7.4,48.8,1,3,1,50,0,1,44.37
6.89,1,1,0,0,0,87,7.6,74.2,1,1,0,44,1,1,48.94
6.68,2,1,0,0,1,42.3,4.8,50.7,3,6,0,94.1,2,1,92.77
5.68,1,0,1,0,0,89.5,10,59.1,0,6,0,67.3,1,1,52.06
7.2,3,1,1,0,1,27.6,6.4,87.9,1,4,1,78,3,1,80.3
7.38,1,1,1,0,0,62,5.7,54.9,0,5,0,60.7,2,1,86.59
8.42,2,1,1,0,0,21.8,4.8,80.3,0,6,0,64.1,2,1,83.91
6.18,1,1,0,1,0,44.2,7.9,92.3,1,6,3,84.7,2,1,70.08
9.18,2,0,1,0,1,44.4,8.2,79.9,2,5,0,92,2,1,72.67
8.04,1,1,1,0,0,57.2,9.6,72.1,0,2,0,55.2,2,1,54.45
7.7,3,0,0,1,0,21.4,6.8,76.9,0,3,0,40.7,1,1,38.92
8.13,3,1,0,0,1,61.1,8.6,43.7,0,5,0,67.6,2,1,60.01
5.18,1,1,1,0,0,90,8.7,74,0,3,0,64.8,2,1,75.26
9.55,3,0,1,1,1,8.7,7.3,61.3,0,6,0,85.4,3,1,62.52
9.87,3,1,0,0,0,20.9,9.2,71.2,1,6,0,78.3,1,1,52.59
6.07,1,1,1,0,0,45.9,9.6,60.6,0,6,0,76.9,2,1,78.49
9.39,3,1,1,0,0,22.4,7.8,40.8,3,6,0,100.6,2,1,87.45
7.57,1,1,1,0,0,84.3,8.2,99.3,0,3,0,64.4,2,1,85.42
6.51,2,0,1,0,1,65.6,8.8,76.2,3,4,0,95.1,2,1,74.86
5.59,1,1,1,0,0,23.1,5.4,78.9,0,3,0,49.9,2,1,55.57
9.64,3,1,0,0,1,44,6.8,75.2,1,6,1,79.9,2,1,71.25
7.05,3,1,0,1,1,72.2,8,83.2,0,2,0,60,3,1,72.53
9.55,3,1,1,1,0,3.5,7.3,47.9,0,4,0,70.7,3,1,85.74
5.18,3,0,0,1,0,82.5,5.9,48.9,1,5,1,62.6,1,1,43.43
9.16,2,1,1,0,0,97.3,4.1,47.5,2,6,0,83.6,2,1,50.14
7.33,1,1,0,0,1,36.8,5.3,49.7,1,4,0,62.7,2,1,53.04
6.39,3,1,0,0,0,91.6,9.7,43.2,1,2,2,63.4,1,1,52.16
6.05,1,0,0,1,0,21,7.5,53.9,1,4,1,63.8,1,1,40.77
8.7,1,1,1,0,0,99.8,8.6,68.1,1,5,0,82.8,2,1,70.76
9.07,1,1,1,0,0,83.8,9.8,97.4,1,3,3,71.4,2,1,81.44
9.39,3,0,1,1,0,57.6,5.1,48.2,1,3,0,64.7,2,1,69.13
7.87,1,1,1,0,0,20.6,4.5,62.7,2,5,0,82.9,2,1,58.88
9.72,2,0,0,1,0,61,4.4,71.4,1,5,0,58.4,1,1,40.33
6.57,1,1,0,0,0,72,4.6,81.7,0,1,1,31,1,1,42.24
9.03,3,0,1,0,0,68.9,9.5,92,0,2,0,43.9,1,1,49.1
6.62,1,1,1,0,0,26.4,8.4,65.3,0,3,0,55.3,2,1,50.07
6.31,1,1,1,0,0,56,7.3,88.3,0,6,0,76.1,2,1,71.29
5.26,1,0,1,0,0,8.9,9.2,69.1,1,3,0,67.4,1,1,37.96
6.45,3,1,0,1,0,26.8,8.4,45.3,3,1,0,77.5,2,1,53.41
6.23,1,1,0,1,0,42.4,7.4,93.1,0,2,0,55.7,2,1,68.59
5.97,3,0,1,1,0,79.9,7.1,47,0,5,0,64.9,2,1,77.16
5.53,1,1,0,0,0,71.9,9.1,99.9,0,6,3,66.5,1,1,48.24
7.75,1,0,0,1,0,19,5.2,42.1,2,3,0,59.5,1,1,44.93
6.74,3,1,0,0,0,64,6.9,61.6,0,1,0,31,1,1,44.24
7.57,3,1,0,0,1,44.3,4.4,72.1,2,4,0,72.5,2,1,72.48
5.46,2,1,1,0,0,91.2,7.8,90.4,2,5,0,88.9,2,1,80.63
9.4,1,0,1,1,1,33,4.8,77.3,0,1,0,52.4,3,1,51.19
6.01,3,1,1,1,1,93.7,7.5,48.9,3,5,2,114.9,4,1,95.91
5.08,3,0,1,1,0,74.8,5,63.3,1,2,0,50.4,2,1,79.85
8.41,2,0,1,0,0,91.2,8.1,44.5,2,5,0,81.6,1,1,45.65
8.5,1,1,1,0,1,27.1,6,42.4,0,2,0,54.2,3,1,64.86
7.27,3,0,1,1,1,27.4,5.6,99.3,0,4,0,71.6,3,1,79.22
6.13,3,1,0,1,1,36.6,6.8,78.4,0,4,0,69.3,3,1,63.22
6.34,3,1,1,0,0,71.5,9.7,61.2,0,1,0,54,2,1,69.45
8.03,2,1,0,1,1,51.8,9.5,77.6,0,3,0,69.2,3,1,75.72
5.55,3,1,0,0,0,0.5,8.2,62.3,2,6,1,86,1,1,42.1
6.72,1,1,0,1,1,25.3,8.9,46.1,0,5,0,86.4,3,1,67.37
7,1,1,0,1,0,13.9,8.4,84.7,1,3,0,69.4,2,1,47.96
5.12,2,0,1,0,0,83.6,8.2,52.1,3,2,0,73.1,1,1,43.58
6.46,1,1,0,1,1,61.9,4.1,94.4,2,6,0,90.2,3,1,67.8
9.08,3,1,1,0,1,65,5.8,56,3,6,0,111.9,3,1,76.69
8.52,3,0,0,1,1,54.5,6.2,41.9,1,6,0,75.2,2,1,53.48
8.16,1,0,1,1,1,56.6,9.2,87.6,1,3,0,80.7,3,1,75.83
5.39,2,1,1,0,1,35.2,6.5,59.4,1,3,0,74.1,3,1,89.79
6.83,2,1,0,1,0,77.8,8.6,60,1,2,0,62.6,2,1,60.1
7.84,3,1,1,0,0,41.1,5.9,56.2,1,4,0,67.2,2,1,56.72
7.78,3,0,0,1,1,41.1,9.4,75.2,2,5,3,90.3,2,1,82.15
8.23,1,1,0,0,0,57.6,7.6,77.1,3,6,0,97.6,1,1,47.94
8.6,3,1,0,0,0,28.9,6.5,99.9,3,1,1,61.2,1,1,43.6
8.78,2,1,1,0,0,87.3,6.9,84.6,0,4,1,58,2,1,81.75
9.63,2,1,1,0,0,13.1,9.9,88.7,0,6,0,78.1,2,1,54.09
8.04,2,0,1,0,1,67.1,8.8,45.7,0,6,0,74,2,1,60.84
9.42,1,0,0,1,0,38.2,4.8,96.8,0,4,1,48.6,1,1,43.26
7.69,3,0,1,0,0,82.4,4,91.8,1,2,0,46.1,1,1,42.87
6.75,1,1,1,0,0,94,8.5,75.5,0,4,2,64.4,2,1,67.85
8.22,1,0,0,0,1,67.1,6.5,64,1,6,1,68.4,1,1,41.11
7.32,1,0,1,0,1,80.7,6.5,90,0,2,1,46.7,2,1,87.96
7,3,1,1,0,0,83.5,6.2,60.7,1,1,0,56.2,2,1,56.77
9.82,3,0,0,0,1,77.9,6.6,70.4,3,4,0,80.9,1,1,46
7.83,2,0,0,0,1,12,7.8,98.3,1,4,0,61.5,1,1,46.84
9.2,1,1,1,0,1,7.9,4.6,58.4,0,1,0,51.4,3,1,63.6
8.49,2,0,1,0,1,76,6.1,58.7,0,3,2,55.6,2,1,57.05
5.3,1,1,1,1,1,27.1,4.6,67.6,1,3,0,74.2,4,1,55.44
6.74,1,1,0,1,1,24,9.7,62.9,1,3,0,88.6,3,1,93.63
5.53,1,1,1,1,0,34.2,5.5,79.1,1,6,0,89.1,3,1,76.42
8.87,3,1,1,0,0,13.3,8.5,75,0,4,0,68.3,2,1,63.33
7.09,1,1,1,1,1,46,6.2,40.7,3,4,0,105.5,4,1,68.63
6.88,2,1,1,1,0,24.5,7.4,73.5,0,1,0,55.3,3,1,87.99
8.14,3,1,1,0,1,49.5,8.4,89.4,0,3,1,70.8,3,1,87.12
7.32,3,1,1,0,0,69,7.9,94.4,0,4,0,64.5,2,1,50.06
7.95,1,1,0,1,0,70,7.1,85.7,0,1,0,46.8,2,1,77.62
9.54,2,1,1,0,0,54.6,9.8,83.9,0,3,1,60.2,2,1,65.4
9.57,3,1,0,0,0,90.2,4.4,78.3,2,6,1,71.2,1,1,52.03
9.58,2,1,0,1,0,33.1,4.7,43.8,1,1,0,49.1,2,1,67.36
7.84,3,1,0,0,1,84.2,9.6,96.4,0,4,0,66.8,2,1,78.58
9.9,2,1,1,1,0,30.6,4.9,99.6,0,6,0,75.7,3,1,63.17
9.03,2,0,1,0,1,23.3,6.2,59.7,3,6,0,101.2,2,1,94.88
6.23,1,0,1,0,0,95.8,6,47.4,0,1,1,30.7,1,1,41.49
5.05,2,1,0,1,1,51.4,9.2,48,0,4,0,80.9,3,1,57.15
8.81,3,1,0,0,1,95.2,9.6,84.8,0,4,1,73.7,2,1,97.39
5.36,1,1,0,1,0,15.3,9.1,41.5,1,2,0,69.3,2,1,80.77
7.78,2,0,1,0,0,96,7.3,88.5,0,6,0,65.8,1,1,51.12
5.03,3,1,0,0,1,71.2,8.3,55.6,0,3,0,63.4,2,1,59.38
5.82,1,0,1,0,1,46.9,8.1,54.5,2,2,0,72.9,2,1,77.01
9.07,3,1,1,0,1,62.2,8,64.6,3,4,2,99.3,3,1,88.45
6.54,2,0,0,0,1,59.2,9.1,53.4,0,3,1,49.7,1,1,36.01
6.57,2,1,1,0,0,69.2,7.7,67.8,0,5,0,71.1,2,1,69.83
6.79,1,1,1,0,1,87.7,9.2,88.2,0,4,0,76.1,3,1,105.06
7.31,1,1,0,1,1,52.2,9.1,47,1,2,0,80,3,1,54.09
6.81,1,1,0,0,1,67.3,4.7,46.7,0,1,1,42.6,2,1,56.38
8.59,3,1,1,0,1,20.1,4.3,40.7,1,4,1,77.4,3,1,56.81
8.94,1,0,1,0,0,32.9,9.7,75.4,3,6,0,97.7,1,1,51.69
7.14,1,0,1,1,0,3.7,4.5,57.4,2,3,0,65.9,2,1,66.79
7.09,2,1,1,1,1,47.6,4.5,85.3,0,2,0,62.3,4,1,78.5
9.27,3,1,0,1,1,68.9,7.4,54.3,0,4,2,71.5,3,1,52.02
9.7,1,1,1,0,0,26.6,5.2,56.1,3,3,1,76.9,2,1,70.21
7.07,1,1,1,0,0,80.3,9.5,88.5,0,4,0,70.4,2,1,53.24
5.01,2,1,1,1,0,14.8,9.8,89.6,1,6,0,98,3,1,73.51
8.29,1,0,1,0,1,2.6,7.9,96.9,2,4,1,88.1,2,1,70.54
8.9,1,0,1,0,0,87.5,5.5,84.3,0,4,1,48.9,1,1,45.29
8.34,3,0,1,1,0,34,7.4,59.9,0,6,0,76.1,2,1,60.35
8.86,3,1,1,0,0,37.6,6.9,72.8,2,1,0,65.4,2,1,55.93
7.16,1,1,1,0,0,68.8,6.8,91.3,1,4,0,68.1,2,1,72.37
5.87,3,1,1,0,0,55.1,7.3,69.4,2,2,1,69.1,2,1,89.32
5.19,1,1,0,0,0,7.6,6.9,57.3,2,3,0,63.9,1,1,40.01
8.95,2,0,0,1,1,39.9,6.3,98.5,0,2,0,47.2,2,1,76.59
5.86,1,1,1,0,1,9.3,5,93.4,3,2,0,86.7,3,1,72.39
8.63,3,1,0,0,1,45.3,9,75.1,1,2,0,69.8,2,1,59.41
7.93,1,1,1,0,0,91.6,10,84.3,0,5,2,79.7,2,1,77.25
6.06,1,0,0,0,0,22.5,7.2,72.6,0,4,1,38.2,0,1,38.31
8.9,2,0,0,0,1,25.3,5.1,98.2,1,6,0,63.3,1,1,38.39
7.73,2,1,1,0,0,31.3,9.2,71.8,0,5,0,68.2,2,1,61.37
6.09,2,1,1,0,1,34.7,6.4,86.8,1,4,0,82,3,1,53.71
5.25,2,1,0,1,1,43,4.1,45.6,0,3,0,58.8,3,1,46.76
5.98,1,1,1,0,0,38.7,8.7,75.7,1,2,0,70.5,2,1,50.69
7.28,2,1,1,0,0,85.8,9,80,0,2,0,59.6,2,1,59.33
8.84,3,1,1,1,0,67.5,7.5,75.5,0,4,0,76,3,1,79.43
8.73,2,0,1,0,0,80.9,7,87.8,0,5,0,56.3,1,1,44.51
8.51,2,1,1,0,0,92.3,5.3,81.1,1,3,1,61.4,2,1,58.9
8.07,2,1,0,1,0,26.6,9.3,77.8,1,1,1,66.7,2,1,60.33
7.13,3,1,0,0,1,20.9,8.6,48.7,0,4,0,65,2,1,66.77
8.62,1,1,1,0,1,54.3,9.1,46.7,3,2,0,97.1,3,1,79.06
6.53,2,1,1,0,0,19.3,9.2,49.4,2,3,1,81,2,1,69.47
9.26,1,1,1,0,0,23.5,7.1,47.6,1,4,0,70,2,1,87.75
9.74,1,0,1,1,0,47.5,4.1,52.9,0,2,0,40.1,2,1,67.7
6.21,3,1,0,1,1,44.9,7.9,89.8,2,3,0,87.8,3,1,78.39
7.41,1,1,1,0,0,1.3,6.7,45.1,1,4,0,70.3,2,1,62.62
9.29,1,1,0,0,1,87.7,9.6,86.3,0,3,1,67.2,2,1,87.54
9.03,3,1,1,0,0,27.2,9.4,82,0,1,0,48.2,2,1,52.94
6.4,2,1,0,0,1,72,4.7,71.1,2,1,0,63.6,2,1,92.03
6.44,1,1,1,0,0,94.7,6.3,62.3,1,6,0,79.2,2,1,72.71
8.57,2,1,1,0,0,51.2,6.2,69.5,0,3,0,48.8,2,1,48.75
7.4,1,1,0,0,0,35.1,7,85,1,6,0,72.8,1,1,50.77
8.64,2,0,0,0,1,77.9,7.9,46.5,0,2,0,41.1,1,1,48.34
6.11,3,1,1,0,0,15.3,7.9,63.7,3,5,0,103.4,2,1,64.59
6.92,2,0,1,0,0,87.6,4,68.7,1,6,0,60.9,1,1,46.57
9.04,2,0,0,0,0,24.1,8.5,43.2,1,6,0,69.3,0,1,40.59
9.8,2,1,0,0,1,21.4,4.6,58.4,2,4,0,78.6,2,1,82.69
8.95,3,1,1,0,0,59.9,9.7,80.5,2,2,2,82.8,2,1,85.95
8.94,2,1,1,1,0,23.6,6.3,57,1,1,0,64.3,3,1,72.8
6.34,2,1,1,0,0,90.9,4.9,73.1,1,1,0,51.2,2,1,52.79
5.03,2,1,0,0,1,44.3,5.9,66.9,0,5,0,58.3,2,1,53.7
7.17,2,0,1,0,1,12.1,6.2,58.2,0,4,0,62.2,2,1,47.31
9.7,3,1,0,0,1,12.7,7.2,91.4,2,3,1,72.8,2,1,74.12
6.97,2,1,1,0,0,26.1,4.6,75.2,0,3,0,43.9,2,1,64.75
8.64,3,1,1,1,0,35.2,6.4,57.3,1,6,0,88.7,3,1,87.9
7.58,1,1,1,1,0,44.9,6.5,41.2,2,4,0,93.5,3,1,90.05
5.54,3,1,1,0,1,11.4,6.4,69.3,1,4,0,77.7,3,1,85.12
5.79,1,1,0,0,0,0.6,8.5,70.1,0,4,0,53.6,1,1,41.57
5.83,2,1,1,0,1,19.6,7.9,50.4,2,1,1,81.3,3,1,65.18
7.83,3,0,0,1,1,22.3,4.6,44.1,2,2,0,58.9,2,1,65.39
8.01,1,1,1,0,0,70.5,4.5,81,2,2,0,67.7,2,1,90.01
7.59,2,1,1,1,0,16.7,9,82.4,1,6,0,98.6,3,1,69.02
7.25,3,0,0,0,1,22.6,7.8,66.2,1,4,0,60.5,1,1,49.48
7.78,1,1,0,0,0,10.5,6.4,62.9,3,1,0,60.8,1,1,39.49
7.45,1,1,1,1,1,78.7,9.4,53.8,1,1,3,86.8,4,1,110.12
7.39,1,0,1,0,1,16.6,6.2,46.4,1,4,0,65.1,2,1,67.98
8.71,1,0,1,1,0,19.9,4.2,51.6,1,5,0,70.2,2,1,66
